movieId,title,pagerank
356,Forrest Gump (1994),0.00114708210623877
2571,"Matrix, The (1999)",0.0010764769746631907
296,Pulp Fiction (1994),0.0010602268418256795
260,Star Wars: Episode IV - A New Hope (1977),0.0010349695137649377
593,"Silence of the Lambs, The (1991)",0.0009892956974767747
318,"Shawshank Redemption, The (1994)",0.0009780582541736636
1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.0009664419361482486
1210,Star Wars: Episode VI - Return of the Jedi (1983),0.0009417186933263436
480,Jurassic Park (1993),0.0009411815176464057
2959,Fight Club (1999),0.0009305491813146068
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),0.0009156957176815009
1270,Back to the Future (1985),0.0009056332180821787
1,Toy Story (1995),0.0009049103632808677
2858,American Beauty (1999),0.0008898282155900305
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.0008775150394836633
589,Terminator 2: Judgment Day (1991),0.0008764464871165004
780,Independence Day (a.k.a. ID4) (1996),0.0008700863032531805
1580,Men in Black (a.k.a. MIB) (1997),0.0008697465681814453
47,Seven (a.k.a. Se7en) (1995),0.0008693579118849803
2762,"Sixth Sense, The (1999)",0.0008664846075030519
858,"Godfather, The (1972)",0.000856713364322969
608,Fargo (1996),0.0008546978489113415
1265,Groundhog Day (1993),0.0008448251473321935
5952,"Lord of the Rings: The Two Towers, The (2002)",0.0008375070730962166
3578,Gladiator (2000),0.0008328759677165443
50,"Usual Suspects, The (1995)",0.0008312435314571757
7153,"Lord of the Rings: The Return of the King, The (2003)",0.0008298349378502176
110,Braveheart (1995),0.0008216455828979924
4306,Shrek (2001),0.0008198665584697673
2028,Saving Private Ryan (1998),0.0008179963272197367
2628,Star Wars: Episode I - The Phantom Menace (1999),0.0008114134690133504
4226,Memento (2000),0.0008110051635769559
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),0.0008054775959712172
1214,Alien (1979),0.0007987850746493249
1036,Die Hard (1988),0.0007979313910356776
1136,Monty Python and the Holy Grail (1975),0.0007945134606835161
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.0007913614454428713
1682,"Truman Show, The (1998)",0.0007843782971748785
1291,Indiana Jones and the Last Crusade (1989),0.0007758167876363807
592,Batman (1989),0.0007740492949057034
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),0.000766052572098471
1240,"Terminator, The (1984)",0.0007635130615710836
6874,Kill Bill: Vol. 1 (2003),0.0007623290904330581
1089,Reservoir Dogs (1992),0.0007608465879492757
527,Schindler's List (1993),0.0007525069942889494
648,Mission: Impossible (1996),0.0007491462417991225
3793,X-Men (2000),0.0007486970107049005
377,Speed (1994),0.0007482444965674323
4886,"Monsters, Inc. (2001)",0.0007420093541556849
2918,Ferris Bueller's Day Off (1986),0.0007416503194977666
367,"Mask, The (1994)",0.0007385030721038613
1097,E.T. the Extra-Terrestrial (1982),0.0007370885753335284
457,"Fugitive, The (1993)",0.0007369974979327506
5349,Spider-Man (2002),0.000734542563500209
364,"Lion King, The (1994)",0.0007331078318040808
2683,Austin Powers: The Spy Who Shagged Me (1999),0.0007322633199507888
541,Blade Runner (1982),0.0007282285533532466
2115,Indiana Jones and the Temple of Doom (1984),0.0007275036487904812
1704,Good Will Hunting (1997),0.0007271827510971358
588,Aladdin (1992),0.0007250896024408492
1197,"Princess Bride, The (1987)",0.0007249837051903839
500,Mrs. Doubtfire (1993),0.0007221142173587292
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0.0007158902438068164
4963,Ocean's Eleven (2001),0.0007136090005377039
1221,"Godfather: Part II, The (1974)",0.0007127055585649427
380,True Lies (1994),0.0007095858304480834
33794,Batman Begins (2005),0.0007093563370522733
924,2001: A Space Odyssey (1968),0.0007079141629613495
1206,"Clockwork Orange, A (1971)",0.0007070450082317232
5445,Minority Report (2002),0.0007069937345583323
6377,Finding Nemo (2003),0.0007062130995720631
8961,"Incredibles, The (2004)",0.0007051263716133043
1721,Titanic (1997),0.0007000746830134889
1200,Aliens (1986),0.0006987354908478776
1213,Goodfellas (1990),0.0006975851541454658
1732,"Big Lebowski, The (1998)",0.0006954596998473374
1968,"Breakfast Club, The (1985)",0.0006948191772120625
7438,Kill Bill: Vol. 2 (2004),0.0006913361842800081
1527,"Fifth Element, The (1997)",0.0006889539100339559
5989,Catch Me If You Can (2002),0.0006847174093181251
344,Ace Ventura: Pet Detective (1994),0.000683668592290797
58559,"Dark Knight, The (2008)",0.0006770265944559921
1923,There's Something About Mary (1998),0.0006764805792446973
150,Apollo 13 (1995),0.0006746746749995405
2987,Who Framed Roger Rabbit? (1988),0.0006690362447048791
1517,Austin Powers: International Man of Mystery (1997),0.0006681974988828462
5816,Harry Potter and the Chamber of Secrets (2002),0.0006673928671938922
5418,"Bourne Identity, The (2002)",0.0006651834006175427
7361,Eternal Sunshine of the Spotless Mind (2004),0.0006614559884737884
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.0006608229422568034
1193,One Flew Over the Cuckoo's Nest (1975),0.0006584533450264688
2997,Being John Malkovich (1999),0.0006581829027740429
4995,"Beautiful Mind, A (2001)",0.0006563275478924181
1208,Apocalypse Now (1979),0.0006546344165589594
919,"Wizard of Oz, The (1939)",0.000647929568973565
5378,Star Wars: Episode II - Attack of the Clones (2002),0.000645912137462521
2355,"Bug's Life, A (1998)",0.0006451463803446329
6365,"Matrix Reloaded, The (2003)",0.0006446835219784588
597,Pretty Woman (1990),0.000638481713554959
2011,Back to the Future Part II (1989),0.0006373724229276975
2797,Big (1988),0.0006369550995765284
595,Beauty and the Beast (1991),0.0006361161792345153
1073,Willy Wonka & the Chocolate Factory (1971),0.0006318883497419003
2,Jumanji (1995),0.0006305071301571558
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",0.0006303322975665725
2174,Beetlejuice (1988),0.0006290175185391042
3147,"Green Mile, The (1999)",0.0006276138056913954
4878,Donnie Darko (2001),0.0006269441900392376
4027,"O Brother, Where Art Thou? (2000)",0.0006254131827900527
223,Clerks (1994),0.0006244818246973163
44191,V for Vendetta (2006),0.0006244014608980234
2012,Back to the Future Part III (1990),0.0006225435196214778
153,Batman Forever (1995),0.0006213033027353461
1222,Full Metal Jacket (1987),0.0006190955080667417
2706,American Pie (1999),0.0006187291665109724
1258,"Shining, The (1980)",0.0006171947652756102
778,Trainspotting (1996),0.0006169272739636572
2329,American History X (1998),0.0006160528279028732
586,Home Alone (1990),0.0006158003097395834
3948,Meet the Parents (2000),0.000614552789262769
4022,Cast Away (2000),0.0006131616320928287
33493,Star Wars: Episode III - Revenge of the Sith (2005),0.0006041436922192757
3114,Toy Story 2 (1999),0.0006038043559233856
1387,Jaws (1975),0.0006006340309460587
231,Dumb & Dumber (Dumb and Dumber) (1994),0.0006005367237980315
48516,"Departed, The (2006)",0.0005988744896840252
3994,Unbreakable (2000),0.0005985528922981732
32587,Sin City (2005),0.0005968513769159491
79132,Inception (2010),0.0005959925218950027
590,Dances with Wolves (1990),0.0005942641491650684
2791,Airplane! (1980),0.0005941092190459613
1617,L.A. Confidential (1997),0.0005927492181282837
2291,Edward Scissorhands (1990),0.0005904788584460905
1220,"Blues Brothers, The (1980)",0.0005877880962841202
